,Datetime,hour,day,month,year,Pressure(kPa,Wind_Speed(m/s),Temperature(Â°C),Radiation(W/m^2),Cloud_Coverage(%),Rain(mm/hour),Relative_Humidity(%),wind_lag1,wind_lag3,wind_lag24
5789,2019-08-30 5:00:00,5,30,8,2019,100.2,1.53,28.54,0,82.47,2.78,82.91,2.22,2.94,2.38
5790,2019-08-30 6:00:00,6,30,8,2019,100.25,1.06,28.79,63.97,70.14,2.51,82.04,1.53,2.7,1.97
5791,2019-08-30 7:00:00,7,30,8,2019,100.29,1.06,29.12,228.73,58.53,1.61,80.21,1.06,2.22,2.22
5792,2019-08-30 8:00:00,8,30,8,2019,100.31,1.11,29.37,438.75,46.92,3.79,79.31,1.06,1.53,2.79
5793,2019-08-30 9:00:00,9,30,8,2019,100.33,1.63,29.54,648.72,7.54,5.66,79.16,1.11,1.06,3.38
5794,2019-08-30 10:00:00,10,30,8,2019,100.32,2.63,29.6,770.03,47.29,8.67,80.28,1.63,1.06,3.88
5795,2019-08-30 11:00:00,11,30,8,2019,100.26,3.11,29.63,870.17,75.77,10.23,81.08,2.63,1.11,4.32
5796,2019-08-30 12:00:00,12,30,8,2019,100.18,3.34,29.62,877.28,94.26,10.68,81.55,3.11,1.63,4.61
5797,2019-08-30 13:00:00,13,30,8,2019,100.08,3.41,29.58,787.78,76.62,9.17,81.84,3.34,2.63,4.78
5798,2019-08-30 14:00:00,14,30,8,2019,100,3.56,29.51,655.15,63.01,7.55,82.22,3.41,3.11,4.83
5799,2019-08-30 15:00:00,15,30,8,2019,99.96,3.75,29.5,507.95,30.13,4.12,82.42,3.56,3.34,4.8
5800,2019-08-30 16:00:00,16,30,8,2019,99.95,3.94,29.53,296.27,33.33,2.33,82.31,3.75,3.41,4.74
5801,2019-08-30 17:00:00,17,30,8,2019,99.96,4.17,29.44,100.55,36.94,1.45,82.71,3.94,3.56,4.65
5802,2019-08-30 18:00:00,18,30,8,2019,99.99,4,29.18,4.47,36.94,0.94,84.6,4.17,3.75,4.33
5803,2019-08-30 19:00:00,19,30,8,2019,100.02,3.91,29.05,0,38.94,1.5,85.35,4,3.94,4.28
5804,2019-08-30 20:00:00,20,30,8,2019,100.06,3.85,29,0,88.64,1.64,85.51,3.91,4.17,4.17
5805,2019-08-30 21:00:00,21,30,8,2019,100.11,3.78,28.94,0,90.17,2.78,85.69,3.85,4,3.92
5806,2019-08-30 22:00:00,22,30,8,2019,100.13,3.75,28.88,0,98.53,4.03,85.89,3.78,3.91,3.68
5807,2019-08-30 23:00:00,23,30,8,2019,100.11,3.62,28.81,0,95.1,6.3,86.1,3.75,3.85,3.5
5808,2019-08-31 0:00:00,0,31,8,2019,100.07,3.3,28.74,0,99.55,6.74,86.15,3.62,3.78,3.31
5809,2019-08-31 1:00:00,1,31,8,2019,100.04,2.77,28.69,0,99.11,13.74,85.85,3.3,3.75,3.11
5810,2019-08-31 2:00:00,2,31,8,2019,100,2.39,28.66,0,100,17.4,85.36,2.77,3.62,2.94
5811,2019-08-31 3:00:00,3,31,8,2019,99.98,2.16,28.7,0,99.01,17.78,84.6,2.39,3.3,2.7
5812,2019-08-31 4:00:00,4,31,8,2019,99.99,1.84,28.8,0,99.7,16.99,83.44,2.16,2.77,2.22
5813,2019-08-31 5:00:00,5,31,8,2019,100.02,1.49,28.89,0,99.83,24.58,82.4,1.84,2.39,1.53
5814,2019-08-31 6:00:00,6,31,8,2019,100.06,1.42,29.08,27.25,96.42,29.46,82.43,1.49,2.16,1.06
5815,2019-08-31 7:00:00,7,31,8,2019,100.12,1.68,29.44,147.52,98.94,29.08,80.59,1.42,1.84,1.06
5816,2019-08-31 8:00:00,8,31,8,2019,100.18,1.93,29.65,290.12,98.44,19.2,80.23,1.68,1.49,1.11
5817,2019-08-31 9:00:00,9,31,8,2019,100.2,2.19,29.78,470.23,98.77,8.85,80.44,1.93,1.42,1.63
5818,2019-08-31 10:00:00,10,31,8,2019,100.19,2.51,29.92,663.8,100,6.12,80.57,2.19,1.68,2.63
5819,2019-08-31 11:00:00,11,31,8,2019,100.16,2.66,30.01,716.35,98.6,4.21,80.57,2.51,1.93,3.11
5820,2019-08-31 12:00:00,12,31,8,2019,100.09,2.62,30.12,746.95,98.98,4.33,80.19,2.66,2.19,3.34
5821,2019-08-31 13:00:00,13,31,8,2019,100,2.54,30.16,743.28,99.6,4.33,79.82,2.62,2.51,3.41
5822,2019-08-31 14:00:00,14,31,8,2019,99.93,2.63,30.11,605.78,98.78,4.71,79.82,2.54,2.66,3.56
5823,2019-08-31 15:00:00,15,31,8,2019,99.89,2.94,30.02,434.5,98.12,3.77,80.23,2.63,2.62,3.75
5824,2019-08-31 16:00:00,16,31,8,2019,99.87,3.35,29.9,257.4,97.81,2.95,81.18,2.94,2.54,3.94
5825,2019-08-31 17:00:00,17,31,8,2019,99.89,3.6,29.72,91.72,97.92,2.65,82.83,3.35,2.63,4.17
5826,2019-08-31 18:00:00,18,31,8,2019,99.93,3.6,29.45,4.5,96.85,2.38,84.89,3.6,2.94,4
5827,2019-08-31 19:00:00,19,31,8,2019,100,3.63,29.32,0,99.16,1.45,85.47,3.6,3.35,3.91
5828,2019-08-31 20:00:00,20,31,8,2019,100.09,3.56,29.24,0,98.05,0.82,85.71,3.63,3.6,3.85
5829,2019-08-31 21:00:00,21,31,8,2019,100.15,3.5,29.16,0,97.45,0.59,85.89,3.56,3.6,3.78
5830,2019-08-31 22:00:00,22,31,8,2019,100.17,3.6,29.04,0,100,0.63,86.3,3.5,3.63,3.75
5831,2019-08-31 23:00:00,23,31,8,2019,100.14,3.67,28.93,0,98.55,1.46,86.63,3.6,3.56,3.62
5832,2019-09-01 0:00:00,0,1,9,2019,100.1,3.62,28.82,0,98.74,1.69,86.79,3.67,3.5,3.3
5833,2019-09-01 1:00:00,1,1,9,2019,100.05,3.44,28.74,0,100,2.25,86.56,3.62,3.6,2.77
5834,2019-09-01 2:00:00,2,1,9,2019,100.01,3.11,28.68,0,98.64,3.79,86.15,3.44,3.67,2.39
5835,2019-09-01 3:00:00,3,1,9,2019,100,2.28,28.72,0,98.74,4.64,84.75,3.11,3.62,2.16
5836,2019-09-01 4:00:00,4,1,9,2019,100.05,0.94,28.96,0,97.77,4.87,81.74,2.28,3.44,1.84
5837,2019-09-01 5:00:00,5,1,9,2019,100.1,0.52,29,0.22,98.65,4.85,80.69,0.94,3.11,1.49
5838,2019-09-01 6:00:00,6,1,9,2019,100.17,1.55,28.97,39.03,99.05,4.69,82.65,0.52,2.28,1.42
5839,2019-09-01 7:00:00,7,1,9,2019,100.24,2.26,29.25,128.15,99.36,5.24,81.92,1.55,0.94,1.68
5840,2019-09-01 8:00:00,8,1,9,2019,100.28,2.64,29.44,248.62,98.78,3.16,81.52,2.26,0.52,1.93
5841,2019-09-01 9:00:00,9,1,9,2019,100.3,2.78,29.61,330.8,99.03,3.87,81.27,2.64,1.55,2.19
5842,2019-09-01 10:00:00,10,1,9,2019,100.3,2.58,29.82,492.1,99.2,5.36,80.11,2.78,2.26,2.51
5843,2019-09-01 11:00:00,11,1,9,2019,100.27,2.2,30,489.2,99.54,7.78,78.6,2.58,2.64,2.66
5844,2019-09-01 12:00:00,12,1,9,2019,100.17,1.73,30.17,229,98.98,11.47,76.84,2.2,2.78,2.62
5845,2019-09-01 13:00:00,13,1,9,2019,100.05,1.36,30.31,189.98,96,10.3,75.6,1.73,2.58,2.54
5846,2019-09-01 14:00:00,14,1,9,2019,99.95,1.28,30.41,143.23,97.13,5.22,75.85,1.36,2.2,2.63
5847,2019-09-01 15:00:00,15,1,9,2019,99.9,1.37,30.41,90.65,98.1,2.12,77.25,1.28,1.73,2.94
5848,2019-09-01 16:00:00,16,1,9,2019,99.89,1.85,30.35,55.75,100,2.89,77.68,1.37,1.36,3.35
5849,2019-09-01 17:00:00,17,1,9,2019,99.92,2.43,30.11,23.35,100,4.5,79.11,1.85,1.28,3.6
5850,2019-09-01 18:00:00,18,1,9,2019,99.97,3.15,29.77,1.6,99.79,11.33,81.95,2.43,1.37,3.6
5851,2019-09-01 19:00:00,19,1,9,2019,100.04,4,29.45,0,98.94,16.38,84.48,3.15,1.85,3.63
5852,2019-09-01 20:00:00,20,1,9,2019,100.1,4.74,29.2,0,99.19,11.22,85.92,4,2.43,3.56
5853,2019-09-01 21:00:00,21,1,9,2019,100.12,5.25,29.02,0,99.85,7.25,86.4,4.74,3.15,3.5
5854,2019-09-01 22:00:00,22,1,9,2019,100.05,5.87,28.85,0,99.39,5.01,86.8,5.25,4,3.6
5855,2019-09-01 23:00:00,23,1,9,2019,100.05,5.22,28.75,0,99.44,5.6,86.47,5.87,4.74,3.67
5856,2019-09-02 0:00:00,0,2,9,2019,100.05,4.29,28.65,0,99.59,9.19,86.18,5.22,5.25,3.62
5857,2019-09-02 1:00:00,1,2,9,2019,99.98,4.07,28.47,0,98.56,10.51,86.77,4.29,5.87,3.44
5858,2019-09-02 2:00:00,2,2,9,2019,99.92,3.71,28.22,0,100,6,88.08,4.07,5.22,3.11
5859,2019-09-02 3:00:00,3,2,9,2019,99.91,3.13,27.9,0,98.7,6.68,89.81,3.71,4.29,2.28
5860,2019-09-02 4:00:00,4,2,9,2019,99.93,2.53,27.59,0,91.56,13.88,91.33,3.13,4.07,0.94
5861,2019-09-02 5:00:00,5,2,9,2019,99.97,2.39,27.43,0,70.62,20.17,91.77,2.53,3.71,0.52
5862,2019-09-02 6:00:00,6,2,9,2019,100.04,2.51,27.53,46.92,77.68,20.04,91.25,2.39,3.13,1.55
5863,2019-09-02 7:00:00,7,2,9,2019,100.12,3.08,27.75,163.55,81.96,18.37,90.19,2.51,2.53,2.26
5864,2019-09-02 8:00:00,8,2,9,2019,100.18,3.96,27.98,346.1,87.33,14.77,89.34,3.08,2.39,2.64
5865,2019-09-02 9:00:00,9,2,9,2019,100.22,4.67,28.28,481.35,78.81,12.61,88.16,3.96,2.51,2.78
5866,2019-09-02 10:00:00,10,2,9,2019,100.22,5.31,28.66,587.05,94.32,15.25,86.11,4.67,3.08,2.58
5867,2019-09-02 11:00:00,11,2,9,2019,100.15,5.85,29.17,681.85,73.17,20.72,83.71,5.31,3.96,2.2
5868,2019-09-02 12:00:00,12,2,9,2019,100.07,5.81,29.51,761.88,54.4,26.41,82.01,5.85,4.67,1.73
5869,2019-09-02 13:00:00,13,2,9,2019,99.99,5.56,29.7,760.58,63.01,28.34,81.28,5.81,5.31,1.36
5870,2019-09-02 14:00:00,14,2,9,2019,99.92,5.28,29.79,663.4,45.28,21.34,80.77,5.56,5.85,1.28
5871,2019-09-02 15:00:00,15,2,9,2019,99.88,4.97,29.75,410.15,70.61,13.56,80.59,5.28,5.81,1.37
5872,2019-09-02 16:00:00,16,2,9,2019,99.87,4.61,29.63,228.93,74.24,8.03,80.76,4.97,5.56,1.85
5873,2019-09-02 17:00:00,17,2,9,2019,99.9,4.2,29.42,82.45,81.69,5.13,81.69,4.61,5.28,2.43
5874,2019-09-02 18:00:00,18,2,9,2019,99.94,3.69,29.05,3.08,88.12,3.17,84.26,4.2,4.97,3.15
5875,2019-09-02 19:00:00,19,2,9,2019,100,3.53,28.9,0,98.08,1.86,84.93,3.69,4.61,4
5876,2019-09-02 20:00:00,20,2,9,2019,100.06,3.38,28.82,0,98.66,2.19,85.1,3.53,4.2,4.74
5877,2019-09-02 21:00:00,21,2,9,2019,100.09,3.3,28.77,0,99.79,4.52,85.22,3.38,3.69,5.25
5878,2019-09-02 22:00:00,22,2,9,2019,100.09,3.29,28.72,0,99.44,11.11,85.39,3.3,3.53,5.87
5879,2019-09-02 23:00:00,23,2,9,2019,100.08,3.32,28.66,0,97.87,19.09,85.67,3.29,3.38,5.22
5880,2019-09-03 0:00:00,0,3,9,2019,100.02,3.37,28.58,0,97.14,19.01,85.94,3.32,3.3,4.29
5881,2019-09-03 1:00:00,1,3,9,2019,99.97,3.37,28.51,0,100,18.78,86.05,3.37,3.29,4.07
5882,2019-09-03 2:00:00,2,3,9,2019,99.93,3.39,28.44,0,98.17,24.46,86.24,3.37,3.32,3.71
5883,2019-09-03 3:00:00,3,3,9,2019,99.92,3.47,28.33,0,98.33,18.51,86.7,3.39,3.37,3.13
5884,2019-09-03 4:00:00,4,3,9,2019,99.93,3.43,28.27,0,98.84,14.79,87.01,3.47,3.37,2.53
5885,2019-09-03 5:00:00,5,3,9,2019,99.95,3.26,28.2,0,99.25,12.65,87.14,3.43,3.39,2.39
5886,2019-09-03 6:00:00,6,3,9,2019,99.99,3.21,28.32,57.45,97.19,7.51,87.1,3.26,3.47,2.51
5887,2019-09-03 7:00:00,7,3,9,2019,100.06,3.48,28.59,212.95,98.57,5,85.48,3.21,3.43,3.08
5888,2019-09-03 8:00:00,8,3,9,2019,100.12,3.32,28.72,399.12,98.98,2.9,84.73,3.48,3.26,3.96
5889,2019-09-03 9:00:00,9,3,9,2019,100.16,3.1,28.82,597.75,99.23,2.42,84.28,3.32,3.21,4.67
5890,2019-09-03 10:00:00,10,3,9,2019,100.16,3.18,28.87,690.5,98.65,5.93,84.19,3.1,3.48,5.31
5891,2019-09-03 11:00:00,11,3,9,2019,100.11,3.37,28.84,759.15,98.87,8.13,84.37,3.18,3.32,5.85
5892,2019-09-03 12:00:00,12,3,9,2019,100.02,3.47,28.83,764.35,98.54,10.43,84.38,3.37,3.1,5.81
5893,2019-09-03 13:00:00,13,3,9,2019,99.91,3.65,28.83,690.17,99.65,14.53,84.49,3.47,3.18,5.56
5894,2019-09-03 14:00:00,14,3,9,2019,99.82,3.92,28.83,566.72,98.38,18.24,84.7,3.65,3.37,5.28
5895,2019-09-03 15:00:00,15,3,9,2019,99.78,4.31,28.87,380.75,97.04,14.97,84.73,3.92,3.47,4.97
5896,2019-09-03 16:00:00,16,3,9,2019,99.76,4.74,28.93,210.55,84.64,8.07,84.7,4.31,3.65,4.61
5897,2019-09-03 17:00:00,17,3,9,2019,99.79,5.02,28.92,74.57,74.2,4.86,84.81,4.74,3.92,4.2
5898,2019-09-03 18:00:00,18,3,9,2019,99.84,4.99,28.77,2.8,61.03,2.41,86.07,5.02,4.31,3.69
5899,2019-09-03 19:00:00,19,3,9,2019,99.91,5.14,28.8,0,49.5,0.74,86.3,4.99,4.74,3.53
5900,2019-09-03 20:00:00,20,3,9,2019,99.98,5.21,28.89,0,64.79,0.48,86.23,5.14,5.02,3.38
5901,2019-09-03 21:00:00,21,3,9,2019,100.03,5.08,28.96,0,99.96,0.73,86.15,5.21,4.99,3.3
5902,2019-09-03 22:00:00,22,3,9,2019,100.01,4.8,28.99,0,100,1.15,86.11,5.08,5.14,3.29
5903,2019-09-03 23:00:00,23,3,9,2019,99.97,4.45,28.97,0,99.89,2.63,86.25,4.8,5.21,3.32
5904,2019-09-04 0:00:00,0,4,9,2019,99.9,4.2,28.91,0,97.18,6.32,86.56,4.45,5.08,3.37
5905,2019-09-04 1:00:00,1,4,9,2019,99.81,3.94,28.84,0,99.16,7.52,86.84,4.2,4.8,3.37
5906,2019-09-04 2:00:00,2,4,9,2019,99.79,3.35,28.79,0,100,5.24,86.75,3.94,4.45,3.39
5907,2019-09-04 3:00:00,3,4,9,2019,99.77,2.89,28.76,0,99.18,6.25,86.3,3.35,4.2,3.47
5908,2019-09-04 4:00:00,4,4,9,2019,99.8,2.41,28.79,0,97.07,7.93,85.27,2.89,3.94,3.43
5909,2019-09-04 5:00:00,5,4,9,2019,99.88,1.95,28.79,0,96.51,7.8,84.5,2.41,3.35,3.26
5910,2019-09-04 6:00:00,6,4,9,2019,99.93,2.57,28.91,61.55,96.48,9.19,85.02,1.95,2.89,3.21
5911,2019-09-04 7:00:00,7,4,9,2019,99.97,3.41,29.16,213.88,98.35,12.45,84.22,2.57,2.41,3.48
5912,2019-09-04 8:00:00,8,4,9,2019,100.01,3.71,29.25,406.05,98.97,14.21,83.47,3.41,1.95,3.32
5913,2019-09-04 9:00:00,9,4,9,2019,100.05,3.79,29.29,607.47,97.91,13.15,83.62,3.71,2.57,3.1
5914,2019-09-04 10:00:00,10,4,9,2019,100.06,4.18,29.3,724.1,87.68,14.53,84.08,3.79,3.41,3.18
5915,2019-09-04 11:00:00,11,4,9,2019,100.04,4.57,29.22,774.8,98.42,13.38,84.61,4.18,3.71,3.37
5916,2019-09-04 12:00:00,12,4,9,2019,99.99,4.75,29.11,731.92,93.55,13.75,85.02,4.57,3.79,3.47
5917,2019-09-04 13:00:00,13,4,9,2019,99.91,4.94,29.02,744.95,91.61,11.9,85.2,4.75,4.18,3.65
5918,2019-09-04 14:00:00,14,4,9,2019,99.85,5.05,28.93,586,91.3,11.04,85.41,4.94,4.57,3.92
5919,2019-09-04 15:00:00,15,4,9,2019,99.83,5.23,28.94,442.05,94.66,8.14,85.22,5.05,4.75,4.31
5920,2019-09-04 16:00:00,16,4,9,2019,99.82,5.6,29.04,251.82,90.77,6.67,84.72,5.23,4.94,4.74
5921,2019-09-04 17:00:00,17,4,9,2019,99.84,5.97,29.04,89.72,85.93,6.55,85.17,5.6,5.05,5.02
5922,2019-09-04 18:00:00,18,4,9,2019,99.88,6.14,28.93,0,80.64,6.8,86.37,5.97,5.23,4.99
5923,2019-09-04 19:00:00,19,4,9,2019,99.93,6.33,28.96,0,74.37,6.42,86.81,6.14,5.6,5.14
5924,2019-09-04 20:00:00,20,4,9,2019,99.97,6.32,29.03,0,32.75,7.16,87.04,6.33,5.97,5.21
5925,2019-09-04 21:00:00,21,4,9,2019,100.01,5.82,29.03,0,52.94,7.32,87.31,6.32,6.14,5.08
5926,2019-09-04 22:00:00,22,4,9,2019,100.03,5.1,28.97,0,83.82,6.17,87.47,5.82,6.33,4.8
5927,2019-09-04 23:00:00,23,4,9,2019,100.01,4.45,28.87,0,64.93,4.77,87.61,5.1,6.32,4.45
5928,2019-09-05 0:00:00,0,5,9,2019,99.97,3.8,28.74,0,77.97,5.62,87.72,4.45,5.82,4.2
5929,2019-09-05 1:00:00,1,5,9,2019,99.92,3.12,28.64,0,99.85,6.24,87.38,3.8,5.1,3.94
5930,2019-09-05 2:00:00,2,5,9,2019,99.89,2.44,28.61,0,84.89,5.54,86.4,3.12,4.45,3.35
5931,2019-09-05 3:00:00,3,5,9,2019,99.87,2.11,28.54,0,95.43,4.85,86.01,2.44,3.8,2.89
5932,2019-09-05 4:00:00,4,5,9,2019,99.89,2.33,28.44,0,98.83,5.53,86.48,2.11,3.12,2.41
5933,2019-09-05 5:00:00,5,5,9,2019,99.92,2.96,28.35,0,97.57,8.15,87.41,2.33,2.44,1.95
5934,2019-09-05 6:00:00,6,5,9,2019,99.99,3.83,28.55,47.22,94.77,11.06,87.58,2.96,2.11,2.57
5935,2019-09-05 7:00:00,7,5,9,2019,100.06,5.21,28.86,147.95,92.93,11.03,86.25,3.83,2.33,3.41
5936,2019-09-05 8:00:00,8,5,9,2019,100.1,6.51,29.11,318.52,89.98,9.4,85.35,5.21,2.96,3.71
5937,2019-09-05 9:00:00,9,5,9,2019,100.11,7.32,29.39,524.85,93.67,9.03,84.37,6.51,3.83,3.79
5938,2019-09-05 10:00:00,10,5,9,2019,100.09,7.46,29.6,678.1,78.19,8.88,83.61,7.32,5.21,4.18
5939,2019-09-05 11:00:00,11,5,9,2019,100.04,7.23,29.76,774.12,67.62,7.27,83.14,7.46,6.51,4.57
5940,2019-09-05 12:00:00,12,5,9,2019,99.96,6.83,29.89,819.9,56.79,7,82.68,7.23,7.32,4.75
5941,2019-09-05 13:00:00,13,5,9,2019,99.87,6.39,29.95,687.4,56.82,6.58,82.42,6.83,7.46,4.94
5942,2019-09-05 14:00:00,14,5,9,2019,99.78,6.02,30,663.62,38.74,5.25,82.23,6.39,7.23,5.05
5943,2019-09-05 15:00:00,15,5,9,2019,99.73,5.74,29.97,464.98,47.5,5.21,82.11,6.02,6.83,5.23
5944,2019-09-05 16:00:00,16,5,9,2019,99.71,5.52,29.86,258,43.83,4.86,82.57,5.74,6.39,5.6
5945,2019-09-05 17:00:00,17,5,9,2019,99.72,5.24,29.69,91.65,40.33,4.61,84.03,5.52,6.02,5.97
5946,2019-09-05 18:00:00,18,5,9,2019,99.78,5.02,29.47,0,34.59,4.76,85.56,5.24,5.74,6.14
5947,2019-09-05 19:00:00,19,5,9,2019,99.85,5.24,29.38,0,26.95,5.91,86.07,5.02,5.52,6.33
5948,2019-09-05 20:00:00,20,5,9,2019,99.91,5.72,29.32,0,42.63,6.59,86.27,5.24,5.24,6.32
5949,2019-09-05 21:00:00,21,5,9,2019,99.96,6.21,29.23,0,38.85,7.83,86.3,5.72,5.02,5.82
5950,2019-09-05 22:00:00,22,5,9,2019,99.97,6.54,29.17,0,44.63,10.42,85.95,6.21,5.24,5.1
5951,2019-09-05 23:00:00,23,5,9,2019,99.94,6.69,29.08,0,68.91,11.63,85.68,6.54,5.72,4.45
5952,2019-09-06 0:00:00,0,6,9,2019,99.9,6.64,28.99,0,62.71,11.07,85.62,6.69,6.21,3.8
5953,2019-09-06 1:00:00,1,6,9,2019,99.84,6.32,28.93,0,57.32,12.33,85.51,6.64,6.54,3.12
5954,2019-09-06 2:00:00,2,6,9,2019,99.8,5.94,28.88,0,16.92,12.23,85.45,6.32,6.69,2.44
5955,2019-09-06 3:00:00,3,6,9,2019,99.78,5.52,28.84,0,27.28,10.13,85.43,5.94,6.64,2.11
5956,2019-09-06 4:00:00,4,6,9,2019,99.78,5.18,28.81,0,19.55,8.67,85.5,5.52,6.32,2.33
5957,2019-09-06 5:00:00,5,6,9,2019,99.8,5.14,28.82,0,4.17,7.78,85.51,5.18,5.94,2.96
5958,2019-09-06 6:00:00,6,6,9,2019,99.83,5.55,28.98,63.55,17.8,6.51,85.37,5.14,5.52,3.83
5959,2019-09-06 7:00:00,7,6,9,2019,99.89,6.52,29.33,235.48,30.31,6.74,84.06,5.55,5.18,5.21
5960,2019-09-06 8:00:00,8,6,9,2019,99.92,7.23,29.6,440.83,42.98,6.83,83.35,6.52,5.14,6.51
5961,2019-09-06 9:00:00,9,6,9,2019,99.94,7.69,29.88,619.67,19.49,9.29,82.93,7.23,5.55,7.32
5962,2019-09-06 10:00:00,10,6,9,2019,99.92,7.92,30.17,703.17,74.66,13.44,82.57,7.69,6.52,7.46
5963,2019-09-06 11:00:00,11,6,9,2019,99.87,7.9,30.38,718.83,63.75,17.42,82.51,7.92,7.23,7.23
5964,2019-09-06 12:00:00,12,6,9,2019,99.79,7.65,30.53,732.92,70.48,19.52,82.45,7.9,7.69,6.83
5965,2019-09-06 13:00:00,13,6,9,2019,99.7,7.3,30.59,780.1,35.42,20.48,82.56,7.65,7.92,6.39
5966,2019-09-06 14:00:00,14,6,9,2019,99.64,6.93,30.57,676.45,27.07,18.36,82.81,7.3,7.9,6.02
5967,2019-09-06 15:00:00,15,6,9,2019,99.6,6.52,30.46,466.58,43.86,18.33,83.23,6.93,7.65,5.74
5968,2019-09-06 16:00:00,16,6,9,2019,99.6,6.11,30.27,267.12,46.27,18.44,83.96,6.52,7.3,5.52
5969,2019-09-06 17:00:00,17,6,9,2019,99.63,5.66,29.99,89.65,49.71,17.89,85.56,6.11,6.93,5.24
5970,2019-09-06 18:00:00,18,6,9,2019,99.68,5.22,29.61,0,50.18,15.66,87.69,5.66,6.52,5.02
5971,2019-09-06 19:00:00,19,6,9,2019,99.74,5.21,29.44,0,58.55,14.39,88.18,5.22,6.11,5.24
5972,2019-09-06 20:00:00,20,6,9,2019,99.8,5.41,29.35,0,68.44,14.13,87.86,5.21,5.66,5.72
5973,2019-09-06 21:00:00,21,6,9,2019,99.84,5.51,29.31,0,66.37,16.3,87.18,5.41,5.22,6.21
5974,2019-09-06 22:00:00,22,6,9,2019,99.84,5.61,29.25,0,98.68,18.11,86.56,5.51,5.21,6.54
5975,2019-09-06 23:00:00,23,6,9,2019,99.81,5.78,29.19,0,83.74,22.71,86.1,5.61,5.41,6.69
5976,2019-09-07 0:00:00,0,7,9,2019,99.76,5.72,29.14,0,85.8,22.07,86,5.78,5.51,6.64
5977,2019-09-07 1:00:00,1,7,9,2019,99.69,5.51,29.09,0,94.25,18.9,85.92,5.72,5.61,6.32
5978,2019-09-07 2:00:00,2,7,9,2019,99.66,5.32,29.06,0,100,20.29,86.07,5.51,5.78,5.94
5979,2019-09-07 3:00:00,3,7,9,2019,99.63,5.32,29.01,0,93.89,23.75,86.88,5.32,5.72,5.52
5980,2019-09-07 4:00:00,4,7,9,2019,99.63,5.3,28.94,0,97.97,26.38,88.14,5.32,5.51,5.18
5981,2019-09-07 5:00:00,5,7,9,2019,99.65,5.1,28.93,0,97.99,26.06,89.13,5.3,5.32,5.14
5982,2019-09-07 6:00:00,6,7,9,2019,99.68,4.88,29.1,53.12,98.6,25.85,89.72,5.1,5.32,5.55
5983,2019-09-07 7:00:00,7,7,9,2019,99.75,4.9,29.36,176.57,98.31,22.67,89.59,4.88,5.3,6.52
5984,2019-09-07 8:00:00,8,7,9,2019,99.8,5.51,29.57,331.1,97.82,17.45,89.05,4.9,5.1,7.23
5985,2019-09-07 9:00:00,9,7,9,2019,99.83,6.57,29.77,482.52,89.67,18.16,87.8,5.51,4.88,7.69
5986,2019-09-07 10:00:00,10,7,9,2019,99.85,7.58,29.9,568.15,99.48,17.75,86.24,6.57,4.9,7.92
5987,2019-09-07 11:00:00,11,7,9,2019,99.84,8.16,29.94,506.52,99.18,21.11,84.59,7.58,5.51,7.9
5988,2019-09-07 12:00:00,12,7,9,2019,99.81,8.33,29.92,493.38,98.94,24.2,83.37,8.16,6.57,7.65
5989,2019-09-07 13:00:00,13,7,9,2019,99.78,8.19,29.87,489.17,99.93,28.57,83.17,8.33,7.58,7.3
5990,2019-09-07 14:00:00,14,7,9,2019,99.74,7.85,29.84,400.8,98.81,33.2,83.21,8.19,8.16,6.93
5991,2019-09-07 15:00:00,15,7,9,2019,99.73,7.56,29.85,272.95,98.74,30.41,83.16,7.85,8.33,6.52
5992,2019-09-07 16:00:00,16,7,9,2019,99.78,7.43,29.84,141.18,98.99,24.34,83.35,7.56,8.19,6.11
5993,2019-09-07 17:00:00,17,7,9,2019,99.83,7.33,29.73,55.1,97.28,16.35,84.16,7.43,7.85,5.66
5994,2019-09-07 18:00:00,18,7,9,2019,99.9,7.15,29.47,0,95.82,7.84,85.56,7.33,7.56,5.22
5995,2019-09-07 19:00:00,19,7,9,2019,99.97,7.37,29.38,0,62.74,4.59,86.03,7.15,7.43,5.21
5996,2019-09-07 20:00:00,20,7,9,2019,100.05,7.74,29.33,0,44.01,4.46,85.88,7.37,7.33,5.41
5997,2019-09-07 21:00:00,21,7,9,2019,100.1,8.14,29.25,0,65.56,5.81,85.59,7.74,7.15,5.51
5998,2019-09-07 22:00:00,22,7,9,2019,100.11,8.5,29.13,0,93.29,6.74,85.18,8.14,7.37,5.61
5999,2019-09-07 23:00:00,23,7,9,2019,100.08,8.82,28.99,0,42.76,7.17,85.26,8.5,7.74,5.78
6000,2019-09-08 0:00:00,0,8,9,2019,100.02,8.91,28.85,0,66.79,7.5,85.94,8.82,8.14,5.72
6001,2019-09-08 1:00:00,1,8,9,2019,99.94,8.99,28.68,0,96.61,8.22,87.48,8.91,8.5,5.51
6002,2019-09-08 2:00:00,2,8,9,2019,99.87,8.97,28.63,0,66.25,12.58,88.83,8.99,8.82,5.32
6003,2019-09-08 3:00:00,3,8,9,2019,99.88,8.77,28.78,0,71.06,18.65,89.1,8.97,8.91,5.32
6004,2019-09-08 4:00:00,4,8,9,2019,99.92,8.95,28.98,0,81.96,17.57,88.58,8.77,8.99,5.3
6005,2019-09-08 5:00:00,5,8,9,2019,99.98,9.14,29.11,0,82.69,12.63,87.58,8.95,8.97,5.1
